#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
###General;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
king_kurgan_group;Zar;;;;;;;;;;;;;x
king_female_kurgan_group;Zarina;;;;;;;;;;;;;x
emperor_kurgan_group;Great Zar;;;;;;;;;;;;;x
emperor_female_kurgan_group;Great Zarina;;;;;;;;;;;;;x
barony_of_kurgan_group;Chiefdom of;;;;;;;;;;;;;x
county_of_kurgan_group;Tarkanate of;;;;;;;;;;;;;x
duchy_of_kurgan_group;Begzate of;;;;;;;;;;;;;x
kingdom_of_kurgan_group;Zardom of;;;;;;;;;;;;;x
empire_of_kurgan_group;Great Zardom of;;;;;;;;;;;;;x
barony_kurgan_group;Chiefdom;;;;;;;;;;;;;x
county_kurgan_group;Tarkanate;;;;;;;;;;;;;x
duchy_kurgan_group;Begzate;;;;;;;;;;;;;x
kingdom_kurgan_group;Zardom;;;;;;;;;;;;;x
empire_kurgan_group;Great Zardom;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_kurgan_group;Hetman;;;;;;;;;;;;;x
city_baron_female_kurgan_group;Hetwoman;;;;;;;;;;;;;x
city_count_kurgan_group;Chief Hetman;;;;;;;;;;;;;x
city_count_female_kurgan_group;Chief Hetwoman;;;;;;;;;;;;;x
city_duke_kurgan_group;Beg;;;;;;;;;;;;;x
city_duke_female_kurgan_group;Begum;;;;;;;;;;;;;x
city_king_kurgan_group;Zar;;;;;;;;;;;;;x
city_king_female_kurgan_group;Zarina;;;;;;;;;;;;;x
city_emperor_kurgan_group;Great Zar;;;;;;;;;;;;;x
city_emperor_female_kurgan_group;Great Zarina;;;;;;;;;;;;;x
city_barony_of_kurgan_group;City of;;;;;;;;;;;;;x
city_county_of_kurgan_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_kurgan_group;Begzate of;;;;;;;;;;;;;x
city_kingdom_of_kurgan_group;Zardom of;;;;;;;;;;;;;x
city_empire_of_kurgan_group;Great Zardom of;;;;;;;;;;;;;x
city_barony_kurgan_group;City;;;;;;;;;;;;;x
city_county_kurgan_group;Great City;;;;;;;;;;;;;x
city_duchy_kurgan_group;Begzate;;;;;;;;;;;;;x
city_kingdom_kurgan_group;Zardom;;;;;;;;;;;;;x
city_empire_kurgan_group;Great Zardom;;;;;;;;;;;;;x
###Hung Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_hung_group;Chieftain;;;;;;;;;;;;;x
tribal_baron_female_hung_group;Chieftess;;;;;;;;;;;;;x
tribal_count_hung_group;Darqan;;;;;;;;;;;;;x
tribal_count_female_hung_group;Darqanum;;;;;;;;;;;;;x
tribal_duke_hung_group;Baig;;;;;;;;;;;;;x
tribal_duke_female_hung_group;Baigum;;;;;;;;;;;;;x
tribal_king_hung_group;Khan;;;;;;;;;;;;;x
tribal_king_female_hung_group;Khanum;;;;;;;;;;;;;x
tribal_emperor_hung_group;Khagan;;;;;;;;;;;;;x
tribal_emperor_female_hung_group;Khatun;;;;;;;;;;;;;x
tribal_barony_of_hung_group;Taishi of;;;;;;;;;;;;;x
tribal_county_of_hung_group;Darqanate of;;;;;;;;;;;;;x
tribal_duchy_of_hung_group;Aimag of;;;;;;;;;;;;;x
tribal_kingdom_of_hung_group;Khanate of;;;;;;;;;;;;;x
tribal_empire_of_hung_group;Khaganate of;;;;;;;;;;;;;x
tribal_barony_hung_group;Taishi;;;;;;;;;;;;;x
tribal_county_hung_group;Darqanate;;;;;;;;;;;;;x
tribal_duchy_hung_group;Aimag;;;;;;;;;;;;;x
tribal_kingdom_hung_group;Khanate;;;;;;;;;;;;;x
tribal_empire_hung_group;Khaganate;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_hung_group;Chieftain;;;;;;;;;;;;;x
baron_female_hung_group;Chieftess;;;;;;;;;;;;;x
count_hung_group;Darqan;;;;;;;;;;;;;x
count_female_hung_group;Darqanum;;;;;;;;;;;;;x
duke_hung_group;Baig;;;;;;;;;;;;;x
duke_female_hung_group;Baigum;;;;;;;;;;;;;x
king_hung_group;Khan;;;;;;;;;;;;;x
king_female_hung_group;Khanum;;;;;;;;;;;;;x
emperor_hung_group;Khagan;;;;;;;;;;;;;x
emperor_female_hung_group;Khatun;;;;;;;;;;;;;x
barony_of_hung_group;Taishi of;;;;;;;;;;;;;x
county_of_hung_group;Darqanate of;;;;;;;;;;;;;x
duchy_of_hung_group;Aimag of;;;;;;;;;;;;;x
kingdom_of_hung_group;Khanate of;;;;;;;;;;;;;x
empire_of_hung_group;Khaganate of;;;;;;;;;;;;;x
barony_hung_group;Taishi;;;;;;;;;;;;;x
county_hung_group;Darqanate;;;;;;;;;;;;;x
duchy_hung_group;Aimag;;;;;;;;;;;;;x
kingdom_hung_group;Khanate;;;;;;;;;;;;;x
empire_hung_group;Khaganate;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_hung_group;Hetman;;;;;;;;;;;;;x
city_count_hung_group;Chief Hetman;;;;;;;;;;;;;x
city_duke_hung_group;Baigum;;;;;;;;;;;;;x
city_king_hung_group;Khan;;;;;;;;;;;;;x
city_emperor_hung_group;Khagan;;;;;;;;;;;;;x
city_barony_of_hung_group;City of;;;;;;;;;;;;;x
city_county_of_hung_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_hung_group;Hoshun of;;;;;;;;;;;;;x
city_kingdom_of_hung_group;Hoshun-Khanate of;;;;;;;;;;;;;x
city_empire_of_hung_group;Hoshun-Khaganate of;;;;;;;;;;;;;x
city_barony_hung_group;City;;;;;;;;;;;;;x
city_county_hung_group;Great City;;;;;;;;;;;;;x
city_duchy_hung_group;Hoshun;;;;;;;;;;;;;x
city_kingdom_hung_group;Hoshun-Khanate;;;;;;;;;;;;;x
city_empire_hung_group;Hoshun-Khaganate;;;;;;;;;;;;;x
###Greenskin Group;;;;;;;;;;;;;;
##Orc;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_orc_group;Chief;;;;;;;;;;;;;x
tribal_count_orc_group;Boss;;;;;;;;;;;;;x
tribal_duke_orc_group;Big Boss;;;;;;;;;;;;;x
tribal_king_orc_group;Warboss;;;;;;;;;;;;;x
tribal_emperor_orc_group;Warlord;;;;;;;;;;;;;x
tribal_barony_orc_group;Tribe;;;;;;;;;;;;;x
tribal_county_orc_group;Clan;;;;;;;;;;;;;x
tribal_duchy_orc_group;Horde;;;;;;;;;;;;;x
tribal_kingdom_orc_group;Great Horde;;;;;;;;;;;;;x
tribal_empire_orc_group;Empire;;;;;;;;;;;;;x
tribal_barony_of_orc_group;Tribe of;;;;;;;;;;;;;x
tribal_county_of_orc_group;Clan of;;;;;;;;;;;;;x
tribal_duchy_of_orc_group;Horde of;;;;;;;;;;;;;x
tribal_kingdom_of_orc_group;Great Horde of;;;;;;;;;;;;;x
tribal_empire_of_orc_group;Empire of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_orc_group;Chief;;;;;;;;;;;;;x
count_orc_group;Boss;;;;;;;;;;;;;x
duke_orc_group;Big Boss;;;;;;;;;;;;;x
king_orc_group;Warboss;;;;;;;;;;;;;x
emperor_orc_group;Warlord;;;;;;;;;;;;;x
barony_orc_group;Hold;;;;;;;;;;;;;x
county_orc_group;Clan;;;;;;;;;;;;;x
duchy_orc_group;Horde;;;;;;;;;;;;;x
kingdom_orc_group;Great Horde;;;;;;;;;;;;;x
empire_orc_group;Empire;;;;;;;;;;;;;x
barony_of_orc_group;Hold of;;;;;;;;;;;;;x
county_of_orc_group;Clan of;;;;;;;;;;;;;x
duchy_of_orc_group;Horde of;;;;;;;;;;;;;x
kingdom_of_orc_group;Great Horde of;;;;;;;;;;;;;x
empire_of_orc_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_orc_group;Runtherder;;;;;;;;;;;;;x
city_count_orc_group;Chief Runtherder;;;;;;;;;;;;;x
city_duke_orc_group;Boss;;;;;;;;;;;;;x
city_king_orc_group;Warboss;;;;;;;;;;;;;x
city_emperor_orc_group;Warlord;;;;;;;;;;;;;x
city_barony_of_orc_group;Runtherd of;;;;;;;;;;;;;x
city_county_of_orc_group;Clan of;;;;;;;;;;;;;x
city_duchy_of_orc_group;Horde of;;;;;;;;;;;;;x
city_kingdom_of_orc_group;Great Horde of;;;;;;;;;;;;;x
city_empire_of_orc_group;Empire of;;;;;;;;;;;;;x
city_barony_orc_group;Runtherd;;;;;;;;;;;;;x
city_county_orc_group;Clan;;;;;;;;;;;;;x
city_duchy_orc_group;Horde;;;;;;;;;;;;;x
city_kingdom_orc_group;Great Horde;;;;;;;;;;;;;x
city_empire_orc_group;Empire;;;;;;;;;;;;;x
##Goblin;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_goblin_group;Chief;;;;;;;;;;;;;x
tribal_count_goblin_group;Boss;;;;;;;;;;;;;x
tribal_duke_goblin_group;Big Boss;;;;;;;;;;;;;x
tribal_king_goblin_group;Warboss;;;;;;;;;;;;;x
tribal_emperor_goblin_group;Warlord;;;;;;;;;;;;;x
tribal_barony_goblin_group;Tribe;;;;;;;;;;;;;x
tribal_county_goblin_group;Clan;;;;;;;;;;;;;x
tribal_duchy_goblin_group;Horde;;;;;;;;;;;;;x
tribal_kingdom_goblin_group;Great Horde;;;;;;;;;;;;;x
tribal_empire_goblin_group;Empire;;;;;;;;;;;;;x
tribal_barony_of_goblin_group;Tribe of;;;;;;;;;;;;;x
tribal_county_of_goblin_group;Clan of;;;;;;;;;;;;;x
tribal_duchy_of_goblin_group;Horde of;;;;;;;;;;;;;x
tribal_kingdom_of_goblin_group;Great Horde of;;;;;;;;;;;;;x
tribal_empire_of_goblin_group;Empire of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_goblin_group;Chief;;;;;;;;;;;;;x
count_goblin_group;Boss;;;;;;;;;;;;;x
duke_goblin_group;Big Boss;;;;;;;;;;;;;x
king_goblin_group;Warboss;;;;;;;;;;;;;x
emperor_goblin_group;Warlord;;;;;;;;;;;;;x
barony_goblin_group;Hold;;;;;;;;;;;;;x
county_goblin_group;Clan;;;;;;;;;;;;;x
duchy_goblin_group;Horde;;;;;;;;;;;;;x
kingdom_goblin_group;Great Horde;;;;;;;;;;;;;x
empire_goblin_group;Empire;;;;;;;;;;;;;x
barony_of_goblin_group;Hold of;;;;;;;;;;;;;x
county_of_goblin_group;Clan of;;;;;;;;;;;;;x
duchy_of_goblin_group;Horde of;;;;;;;;;;;;;x
kingdom_of_goblin_group;Great Horde of;;;;;;;;;;;;;x
empire_of_goblin_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_goblin_group;Runtherder;;;;;;;;;;;;;x
city_count_goblin_group;Chief Runtherder;;;;;;;;;;;;;x
city_duke_goblin_group;Boss;;;;;;;;;;;;;x
city_king_goblin_group;Warboss;;;;;;;;;;;;;x
city_emperor_goblin_group;Warlord;;;;;;;;;;;;;x
city_barony_of_goblin_group;Runtherd of;;;;;;;;;;;;;x
city_county_of_goblin_group;Clan of;;;;;;;;;;;;;x
city_duchy_of_goblin_group;Horde of;;;;;;;;;;;;;x
city_kingdom_of_goblin_group;Great Horde of;;;;;;;;;;;;;x
city_empire_of_goblin_group;Empire of;;;;;;;;;;;;;x
city_barony_goblin_group;Runtherd;;;;;;;;;;;;;x
city_county_goblin_group;Clan;;;;;;;;;;;;;x
city_duchy_goblin_group;Horde;;;;;;;;;;;;;x
city_kingdom_goblin_group;Great Horde;;;;;;;;;;;;;x
city_empire_goblin_group;Empire;;;;;;;;;;;;;x
###Halfling;;;;;;;;;;;;;;
##Mootlander;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_mootlander;Master;;;;;;;;;;;;;x
baron_female_mootlander;Mistress;;;;;;;;;;;;;x
count_mootlander;Lord;;;;;;;;;;;;;x
count_female_mootlander;Lady;;;;;;;;;;;;;x
duke_mootlander;High Lord;;;;;;;;;;;;;x
duke_female_mootlander;High Lady;;;;;;;;;;;;;x
king_mootlander;Elder;;;;;;;;;;;;;x
king_female_mootlander;Elder;;;;;;;;;;;;;x
emperor_mootlander;Emperor;;;;;;;;;;;;;x
emperor_female_mootlander;Empress;;;;;;;;;;;;;x
barony_of_mootlander;Barony of;;;;;;;;;;;;;x
county_of_mootlander;County of;;;;;;;;;;;;;x
duchy_of_mootlander;March of;;;;;;;;;;;;;x
kingdom_of_mootlander;Grand County of;;;;;;;;;;;;;x
empire_of_mootlander;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_mootlander;Mayor;;;;;;;;;;;;;x
city_count_mootlander;Lord Mayor;;;;;;;;;;;;;x
city_duke_mootlander;Kanzler;;;;;;;;;;;;;x
city_king_mootlander;Bundeskanzler;;;;;;;;;;;;;x
city_emperor_mootlander;Emperor;;;;;;;;;;;;;x
city_barony_of_mootlander;City of;;;;;;;;;;;;;x
city_county_of_mootlander;Free City of;;;;;;;;;;;;;x
city_duchy_of_mootlander;League of;;;;;;;;;;;;;x
city_kingdom_of_mootlander;Republic of;;;;;;;;;;;;;x
city_empire_of_mootlander;Grand Republic of;;;;;;;;;;;;;x
##Miyan;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_miyan;Master;;;;;;;;;;;;;x
tribal_baron_female_miyan;Mistress;;;;;;;;;;;;;x
tribal_count_miyan;Chief;;;;;;;;;;;;;x
tribal_count_female_miyan;Chieftess;;;;;;;;;;;;;x
tribal_duke_miyan;Prince;;;;;;;;;;;;;x
tribal_duke_female_miyan;Princess;;;;;;;;;;;;;x
tribal_king_miyan;King;;;;;;;;;;;;;x
tribal_king_female_miyan;Queen;;;;;;;;;;;;;x
tribal_emperor_miyan;High King;;;;;;;;;;;;;x
tribal_emperor_female_miyan;High Queen;;;;;;;;;;;;;x
tribal_barony_of_miyan;Tribe of;;;;;;;;;;;;;x
tribal_county_of_miyan;Chiefdom of;;;;;;;;;;;;;x
tribal_duchy_of_miyan;Domain of;;;;;;;;;;;;;x
tribal_kingdom_of_miyan;Great Domain of;;;;;;;;;;;;;x
tribal_empire_of_miyan;High Domain of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_miyan;Master;;;;;;;;;;;;;x
baron_female_miyan;Mistress;;;;;;;;;;;;;x
count_miyan;Lord;;;;;;;;;;;;;x
count_female_miyan;Lady;;;;;;;;;;;;;x
duke_miyan;Prince;;;;;;;;;;;;;x
duke_female_miyan;Princess;;;;;;;;;;;;;x
king_miyan;King;;;;;;;;;;;;;x
king_female_miyan;Queen;;;;;;;;;;;;;x
emperor_miyan;High King;;;;;;;;;;;;;x
emperor_female_miyan;High Queen;;;;;;;;;;;;;x
barony_of_miyan;Stronghold of;;;;;;;;;;;;;x
county_of_miyan;Chiefdom of;;;;;;;;;;;;;x
duchy_of_miyan;Domain of;;;;;;;;;;;;;x
kingdom_of_miyan;Great Domain of;;;;;;;;;;;;;x
empire_of_miyan;High Domain of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_miyan;Mayor;;;;;;;;;;;;;x
city_baron_female_miyan;Mayor;;;;;;;;;;;;;x
city_count_miyan;Lord Mayor;;;;;;;;;;;;;x
city_count_female_miyan;Lady Mayor;;;;;;;;;;;;;x
city_duke_miyan;Prince-Mayor;;;;;;;;;;;;;x
city_duke_female_miyan;Princess-Mayor;;;;;;;;;;;;;x
city_king_miyan;Grand Prince;;;;;;;;;;;;;x
city_king_female_miyan;Grand Princess;;;;;;;;;;;;;x
city_emperor_miyan;High Prince;;;;;;;;;;;;;x
city_emperor_female_miyan;High Princess;;;;;;;;;;;;;x
city_barony_of_miyan;City of;;;;;;;;;;;;;x
city_county_of_miyan;Great City of;;;;;;;;;;;;;x
city_duchy_of_miyan;Domain of;;;;;;;;;;;;;x
city_kingdom_of_miyan;Great Domain of;;;;;;;;;;;;;x
city_empire_of_miyan;High Domain of;;;;;;;;;;;;;x
###Dwarf Group;;;;;;;;;;;;;;
#Dwarf;;;;;;;;;;;;;;
baron_dwarf_group;Master;;;;;;;;;;;;;x
baron_female_dwarf_group;Mistress;;;;;;;;;;;;;x
count_dwarf_group;Lord;;;;;;;;;;;;;x
count_female_dwarf_group;Lady;;;;;;;;;;;;;x
duke_dwarf_group;Thane;;;;;;;;;;;;;x
duke_female_dwarf_group;Thaness;;;;;;;;;;;;;x
king_dwarf_group;King;;;;;;;;;;;;;x
king_female_dwarf_group;Queen;;;;;;;;;;;;;x
emperor_dwarf_group;High King;;;;;;;;;;;;;x
emperor_female_dwarf_group;High Queen;;;;;;;;;;;;;x
barony_of_dwarf_group;Stronghold of;;;;;;;;;;;;;x
county_of_dwarf_group;Hold of;;;;;;;;;;;;;x
duchy_of_dwarf_group;Thanehold of;;;;;;;;;;;;;x
kingdom_of_dwarf_group;Kingdom of;;;;;;;;;;;;;x
empire_of_dwarf_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_dwarf_group;Mayor;;;;;;;;;;;;;x
city_baron_female_dwarf_group;Mayor;;;;;;;;;;;;;x
city_count_dwarf_group;Lord Mayor;;;;;;;;;;;;;x
city_count_female_dwarf_group;Lady Mayor;;;;;;;;;;;;;x
city_duke_dwarf_group;Thane-Mayor;;;;;;;;;;;;;x
city_duke_female_dwarf_group;Thaness-Mayor;;;;;;;;;;;;;x
city_king_dwarf_group;Prince;;;;;;;;;;;;;x
city_king_female_dwarf_group;Princess;;;;;;;;;;;;;x
city_emperor_dwarf_group;Lord Prince;;;;;;;;;;;;;x
city_emperor_female_dwarf_group;Lady Princess;;;;;;;;;;;;;x
city_barony_of_dwarf_group;City of;;;;;;;;;;;;;x
city_county_of_dwarf_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_dwarf_group;League of;;;;;;;;;;;;;x
city_kingdom_of_dwarf_group;Domain of;;;;;;;;;;;;;x
city_empire_of_dwarf_group;Grand Domain of;;;;;;;;;;;;;x
###Chaos Dwarf Group;;;;;;;;;;;;;;
#Barony;;;;;;;;;;;;;;
baron_dwarf_chaos_group;Master;;;;;;;;;;;;;x
baron_female_dwarf_chaos_group;Mistress;;;;;;;;;;;;;x
count_dwarf_chaos_group;Lord;;;;;;;;;;;;;x
count_female_dwarf_chaos_group;Lady;;;;;;;;;;;;;x
duke_dwarf_chaos_group;Despot;;;;;;;;;;;;;x
duke_female_dwarf_chaos_group;Despotess;;;;;;;;;;;;;x
king_dwarf_chaos_group;Overlord;;;;;;;;;;;;;x
king_female_dwarf_chaos_group;Overlady;;;;;;;;;;;;;x
emperor_dwarf_chaos_group;High Overlord;;;;;;;;;;;;;x
emperor_female_dwarf_chaos_group;High Overlady;;;;;;;;;;;;;x
barony_of_dwarf_chaos_group;Stronghold of;;;;;;;;;;;;;x
county_of_dwarf_chaos_group;Fortress of;;;;;;;;;;;;;x
duchy_of_dwarf_chaos_group;Despotate of;;;;;;;;;;;;;x
kingdom_of_dwarf_chaos_group;Dominion of;;;;;;;;;;;;;x
empire_of_dwarf_chaos_group;Empire of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_dwarf_chaos_group;Overseer;;;;;;;;;;;;;x
city_baron_female_dwarf_chaos_group;Overseer;;;;;;;;;;;;;x
city_count_dwarf_chaos_group;Master;;;;;;;;;;;;;x
city_count_female_dwarf_chaos_group;Mistress;;;;;;;;;;;;;x
city_duke_dwarf_chaos_group;High Master;;;;;;;;;;;;;x
city_duke_female_dwarf_chaos_group;High Mistress;;;;;;;;;;;;;x
city_king_dwarf_chaos_group;Great Master;;;;;;;;;;;;;x
city_king_female_dwarf_chaos_group;Great Mistress;;;;;;;;;;;;;x
city_emperor_dwarf_chaos_group;Glorious Master;;;;;;;;;;;;;x
city_emperor_female_dwarf_chaos_group;Glorious Mistress;;;;;;;;;;;;;x
city_barony_of_dwarf_chaos_group;City of;;;;;;;;;;;;;x
city_county_of_dwarf_chaos_group;Great City of;;;;;;;;;;;;;x
city_duchy_of_dwarf_chaos_group;League of;;;;;;;;;;;;;x
city_kingdom_of_dwarf_chaos_group;Domain of;;;;;;;;;;;;;x
city_empire_of_dwarf_chaos_group;Grand Domain of;;;;;;;;;;;;;x
###Asur;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_asur_group;Master;;;;;;;;;;;;;x
tribal_baron_female_asur_group;Mistress;;;;;;;;;;;;;x
tribal_count_asur_group;Lord;;;;;;;;;;;;;x
tribal_count_female_asur_group;Lady;;;;;;;;;;;;;x
tribal_duke_asur_group;Prince;;;;;;;;;;;;;x
tribal_duke_female_asur_group;Princess;;;;;;;;;;;;;x
tribal_king_asur_group;High Prince;;;;;;;;;;;;;x
tribal_king_female_asur_group;High Princess;;;;;;;;;;;;;x
tribal_emperor_asur_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_asur_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_asur_group;Estate of;;;;;;;;;;;;;x
tribal_county_of_asur_group;Hold of;;;;;;;;;;;;;x
tribal_duchy_of_asur_group;March of;;;;;;;;;;;;;x
tribal_kingdom_of_asur_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_asur_group;High Kingdom of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_asur_group;Master;;;;;;;;;;;;;x
baron_female_asur_group;Mistress;;;;;;;;;;;;;x
count_asur_group;Lord;;;;;;;;;;;;;x
count_female_asur_group;Lady;;;;;;;;;;;;;x
duke_asur_group;Prince;;;;;;;;;;;;;x
duke_female_asur_group;Princess;;;;;;;;;;;;;x
king_asur_group;High Prince;;;;;;;;;;;;;x
king_female_asur_group;High Princess;;;;;;;;;;;;;x
emperor_asur_group;High King;;;;;;;;;;;;;x
emperor_female_asur_group;High Queen;;;;;;;;;;;;;x
barony_of_asur_group;Estate of;;;;;;;;;;;;;x
county_of_asur_group;Hold of;;;;;;;;;;;;;x
duchy_of_asur_group;March of;;;;;;;;;;;;;x
kingdom_of_asur_group;Kingdom of;;;;;;;;;;;;;x
empire_of_asur_group;High Kingdom of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_asur_group;Mayor;;;;;;;;;;;;;x
city_baron_female_asur_group;Mayor;;;;;;;;;;;;;x
city_count_asur_group;Lord Mayor;;;;;;;;;;;;;x
city_count_female_asur_group;Lady Mayor;;;;;;;;;;;;;x
city_duke_asur_group;Prince;;;;;;;;;;;;;x
city_duke_female_asur_group;Princess;;;;;;;;;;;;;x
city_king_asur_group;High Prince;;;;;;;;;;;;;x
city_king_female_asur_group;High Princess;;;;;;;;;;;;;x
city_emperor_asur_group;Grand Prince;;;;;;;;;;;;;x
city_emperor_female_asur_group;Grand Princess;;;;;;;;;;;;;x
city_barony_of_asur_group;City of;;;;;;;;;;;;;x
city_county_of_asur_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_asur_group;League of;;;;;;;;;;;;;x
city_kingdom_of_asur_group;Principality of;;;;;;;;;;;;;x
city_empire_of_asur_group;Grand Principality of;;;;;;;;;;;;;x
###Asrai Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_asrai_group;Master;;;;;;;;;;;;;x
tribal_baron_female_asrai_group;Mistress;;;;;;;;;;;;;x
tribal_count_asrai_group;Lord;;;;;;;;;;;;;x
tribal_count_female_asrai_group;Lady;;;;;;;;;;;;;x
tribal_duke_asrai_group;Prince;;;;;;;;;;;;;x
tribal_duke_female_asrai_group;Princess;;;;;;;;;;;;;x
tribal_king_asrai_group;High Prince;;;;;;;;;;;;;x
tribal_king_female_asrai_group;High Princess;;;;;;;;;;;;;x
tribal_emperor_asrai_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_asrai_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_asrai_group;Ward of;;;;;;;;;;;;;x
tribal_county_of_asrai_group;Hold of;;;;;;;;;;;;;x
tribal_duchy_of_asrai_group;March of;;;;;;;;;;;;;x
tribal_kingdom_of_asrai_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_asrai_group;High Kingdom of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_asrai_group;Master;;;;;;;;;;;;;x
baron_female_asrai_group;Mistress;;;;;;;;;;;;;x
count_asrai_group;Lord;;;;;;;;;;;;;x
count_female_asrai_group;Lady;;;;;;;;;;;;;x
duke_asrai_group;Prince;;;;;;;;;;;;;x
duke_female_asrai_group;Princess;;;;;;;;;;;;;x
king_asrai_group;High Prince;;;;;;;;;;;;;x
king_female_asrai_group;High Princess;;;;;;;;;;;;;x
emperor_asrai_group;High King;;;;;;;;;;;;;x
emperor_female_asrai_group;High Queen;;;;;;;;;;;;;x
barony_of_asrai_group;Ward of;;;;;;;;;;;;;x
county_of_asrai_group;Hold of;;;;;;;;;;;;;x
duchy_of_asrai_group;March of;;;;;;;;;;;;;x
kingdom_of_asrai_group;Kingdom of;;;;;;;;;;;;;x
empire_of_asrai_group;High Kingdom of;;;;;;;;;;;;;x
#City;;;;;;;;;;;;;;
city_baron_asrai_group;Mayor;;;;;;;;;;;;;x
city_baron_female_asrai_group;Mayor;;;;;;;;;;;;;x
city_count_asrai_group;High Mayor;;;;;;;;;;;;;x
city_count_female_asrai_group;High Mayor;;;;;;;;;;;;;x
city_duke_asrai_group;Prince;;;;;;;;;;;;;x
city_duke_female_asrai_group;Princess;;;;;;;;;;;;;x
city_king_asrai_group;High Prince;;;;;;;;;;;;;x
city_king_female_asrai_group;High Princess;;;;;;;;;;;;;x
city_emperor_asrai_group;Grand Prince;;;;;;;;;;;;;x
city_emperor_female_asrai_group;Grand Princess;;;;;;;;;;;;;x
city_barony_of_asrai_group;City of;;;;;;;;;;;;;x
city_county_of_asrai_group;Grand City of;;;;;;;;;;;;;x
city_duchy_of_asrai_group;League of;;;;;;;;;;;;;x
city_kingdom_of_asrai_group;Principality of;;;;;;;;;;;;;x
city_empire_of_asrai_group;Grand Principality of;;;;;;;;;;;;;x
###Druchi Group;;;;;;;;;;;;;;
#Tribal;;;;;;;;;;;;;;
tribal_baron_druchi_group;Master;;;;;;;;;;;;;x
tribal_baron_female_druchi_group;Mistress;;;;;;;;;;;;;x
tribal_count_druchi_group;Lord;;;;;;;;;;;;;x
tribal_count_female_druchi_group;Lady;;;;;;;;;;;;;x
tribal_duke_druchi_group;Vaulkhar;;;;;;;;;;;;;x
tribal_duke_female_druchi_group;Vaulkhara;;;;;;;;;;;;;x
tribal_king_druchi_group;Drachau;;;;;;;;;;;;;x
tribal_king_female_druchi_group;Drachaura;;;;;;;;;;;;;x
tribal_emperor_druchi_group;High King;;;;;;;;;;;;;x
tribal_emperor_female_druchi_group;High Queen;;;;;;;;;;;;;x
tribal_barony_of_druchi_group;Citadel of;;;;;;;;;;;;;x
tribal_county_of_druchi_group;Hold of;;;;;;;;;;;;;x
tribal_duchy_of_druchi_group;March of;;;;;;;;;;;;;x
tribal_kingdom_of_druchi_group;Kingdom of;;;;;;;;;;;;;x
tribal_empire_of_druchi_group;High Kingdom of;;;;;;;;;;;;;x
#Barony;;;;;;;;;;;;;;
baron_druchi_group;Master;;;;;;;;;;;;;x
baron_female_druchi_group;Mistress;;;;;;;;;;;;;x
count_druchi_group;Lord;;;;;;;;;;;;;x
count_female_druchi_group;Lady;;;;;;;;;;;;;x
duke_druchi_group;Vaulkhar;;;;;;;;;;;;;x
duke_female_druchi_group;Vaulkhara;;;;;;;;;;;;;x
king_druchi_group;Drachau;;;;;;;;;;;;;x
king_female_druchi_group;Drachaura;;;;;;;;;;;;;x
emperor_druchi_group;High King;;;;;;;;;;;;;x
