EVTOPTBrape.0021;Looking at [FromFromFrom.GetHerHim] is way better.;;;;;;;;;;;;;;
EVTDESCrape.0022;After some time, you've run out of things, yet you still think the kid could be made to eat something more. It's almost fascinating, really. And you work has made [FromFromFrom.GetHerHim] so plump and soft...;;;;;;;;;;;;;;
EVTOPTArape.0022;It looks almost... delicious...;;;;;;;;;;;;;;
EVTOPTBrape.0022;Let's see if there's something more upstairs...;;;;;;;;;;;;;;
EVTDESCrape.0023;You really cannot understand when they cry. They become part of something beautiful, the sweetest of sensations binding two souls together. Certain to be one of their fondest memories in adulthood.;;;;;;;;;;;;;;
EVTOPTArape.0023;I still remember my first time...;;;;;;;;;;;;;;
EVTDESCrape.0024;The mind of a child is such a pure and delicate thing, to twist it is easy, but bending it to a point is the skill of a master.;;;;;;;;;;;;;;
EVTOPTArape.0024;Such as myself, of course.;;;;;;;;;;;;;;
EVTDESCArape.0025;What a thrilling and unique experience. Why do you even keep the most passionate of your lovers confined in the stables?;;;;;;;;;;;;;;
EVTOPTArape.0025;It's cruel.;;;;;;;;;;;;;;
EVTDESCrape.0026;You might have underestimated the ardour of your steed. In the frenzy of the passion he ended up hopelessly trampling your body.;;;;;;;;;;;;;;
EVTOPTArape.0026;Still... worth... it...;;;;;;;;;;;;;;
EVTDESCrape.0011;AI Dummy;;;;;;;;;;;;;;
EVTOPTArape.0011;AI Dummy;;;;;;;;;;;;;;
EVTOPTA662;AI Dummy;;;;;;;;;;;;;;
manage_pet_consort;Manage Concubine;;;;;;;;;;;;;;
manage_pet_consort_desc;Make of use of your toy however you see fit.;;;;;;;;;;;;;;
EVTDESCenaticbirth001;It would seem you are with child.;;;;;;;;;;;;;;
EVTOPTAenaticbirth0001;The brat better be worth all this nuisance...;;;;;;;;;;;;;;
EVTDESCenaticbirth002;Your wife finally saw it fit to tell you she's pregnant.;;;;;;;;;;;;;;
EVTOPTAenaticbirth0002;The brat better be mine.;;;;;;;;;;;;;;
EVTDESCA_spleasure57;You awoke with a sense of choking. You gasped, searching for air, but something large and wet is blocking your mouth. It takes some time to realize it is your very tongue, overgrown and blackened to unnatural proportions.;;;;;;;;;;;;;;
EVTOPTAspleasure57;I can hide it, with magic!;;;;;;;;;;;;;;
EVTOPTBspleasure57;There must be some way to mask this...;;;;;;;;;;;;;;
EVTOPTCspleasure57;No point in hiding it.;;;;;;;;;;;;;;
EVTDESCA_spleasure58;There something itching on your head. When you move your hand up to scratch yourself, you realize two twisted horns are spurring from your forehead.;;;;;;;;;;;;;;
EVTOPTAspleasure58;I can hide them, with magic!;;;;;;;;;;;;;;
EVTOPTBspleasure58;There must be some way to mask this...;;;;;;;;;;;;;;
EVTOPTCspleasure58;No point in hiding it.;;;;;;;;;;;;;;
EVTDESCA_spleasure59;It takes sometime to recognize the image you see in the reflection of your mirror. Some invisible hand has touched your features, blessing you with nobler traits.;;;;;;;;;;;;;;
EVTOPTAspleasure59;Works for me.;;;;;;;;;;;;;;
EVTDESCA_spleasure60;It takes sometime to recognize the image you see in the reflection of your mirror. Some invisible hand has touched your features, cursing you with obscene traits.;;;;;;;;;;;;;;
EVTOPTAspleasure60;Beauty is subjective.;;;;;;;;;;;;;;
EVTDESCA_spleasure61;There so much still to do, every new accomplishment in the heights of pleasure is overshadowed by a new greater compulsion. Will you ever be able to reach true perfection?;;;;;;;;;;;;;;
EVTOPTAspleasure61;Of course I will!;;;;;;;;;;;;;;
EVTDESCA_spleasure62;With a clever use of your skills, you managed to hide your deformity, so as to pass like any normal person when in public.;;;;;;;;;;;;;;
EVTOPTAspleasure62;There must be a permanent solution...;;;;;;;;;;;;;;
EVTDESCA_spleasure63;You hoped to hide your overgrown tongue, but no matter what, your courtiers soon caught on your act and rumours already started to spread.;;;;;;;;;;;;;;
EVTOPTAspleasure63;Curses!;;;;;;;;;;;;;;
EVTDESCA_spleasure64;You hoped to hide your new horns, but no matter what, your courtiers soon caught on your act and rumours already started to spread.;;;;;;;;;;;;;;
EVTOPTAspleasure64;Curses!;;;;;;;;;;;;;;
EVTDESCA_spleasure65;You've been exposed as a twisted servant of the Dark Powers.;;;;;;;;;;;;;;
EVTOPTAspleasure65;Preposterous!;;;;;;;;;;;;;;
EVTDESCA_spleasure66;[From.GetTitledFirstName] has been exposed as a servant of the Dark Prince of Pleasure.;;;;;;;;;;;;;;
EVTOPTAspleasure66;Time to come out and play.;;;;;;;;;;;;;;
EVTOPTBspleasure66;How unexpected!;;;;;;;;;;;;;;
EVTDESCA_spleasure67;[From.GetTitledFirstName] has been exposed as a servant of the Dark Prince of Pleasure.;;;;;;;;;;;;;;
EVTOPTAspleasure67;Time to come out and play.;;;;;;;;;;;;;;
EVTOPTBspleasure67;How unexpected!;;;;;;;;;;;;;;
pleasure_twist;Twist;;;;;;;;;;;;;;
pleasure_twist_desc;Try and make [RooT.GetFirstName] to understand what are the nice things in life.;;;;;;;;;;;;;;
EVTDESCspleasure.69;You've decided to pick [From.GetFirstName] as the object of your attentions. What should you do with [From.GetHerHim]?;;;;;;;;;;;;;;
EVTOPTAspleasure.69;Toy with [From.GetHerHis] mind.;;;;;;;;;;;;;;
EVTOPTBspleasure.69;Titillate [From.GetHerHis] perception.;;;;;;;;;;;;;;
EVTOPTCspleasure.69;Tease [From.GetHerHis] cravings.;;;;;;;;;;;;;;
EVTOPTDspleasure.69;Inflame [From.GetHerHis] lust.;;;;;;;;;;;;;;
EVTOPTEspleasure.69;I changed my mind, [From.GetSheHe] bores me.;;;;;;;;;;;;;;
EVTDESCspleasure.71;A little nudge here and there and [From.GetFirstName] has already started craving to better [From.GetHerHim]self, the first true step in the search for perfection.;;;;;;;;;;;;;;
EVTOPTAspleasure.71;But [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.71;I'll approach [From.GetHerHim].;;;;;;;;;;;;;;
EVTDESCspleasure.72;Despite your efforts, [From.GetFirstName] still remains set in a complacent and sappy mindset, content with [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAspleasure.72;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.72;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.73;You're attending at a feast in a foreign court when a masked figure comes close and starts talking to you. You spend hours discussing on the matters of beauty and pleasure and you start wondering if the man is trying to persuade you to join some cult.;;;;;;;;;;;;;;
EVTOPTAspleasure.73;This looks really interesting!;;;;;;;;;;;;;;
EVTOPTBspleasure.73;Thanks, but no thanks.;;;;;;;;;;;;;;
EVTDESCspleasure.74;You approached [From.GetFirstName] during a public event and talked with [From.GetHerHim] for some time, until you finally convinced [From.GetHerHim] of the error of [From.GetHerHis] ways. Your new pet is eager to know and experience more.;;;;;;;;;;;;;;
EVTOPTAspleasure.74;Perfect.;;;;;;;;;;;;;;
EVTDESCspleasure.75;You approached [From.GetFirstName] during a public event and talked with [From.GetHerHim] for some time, but in the end, there was no way of convincing [From.GetHerHim] of loosening up, even just a little, to understand the error of [From.GetHerHis] ways.;;;;;;;;;;;;;;
EVTOPTAspleasure.75;This is a lost cause.;;;;;;;;;;;;;;
EVTDESCspleasure.77;A missing guard here, a misguided message there, it's hilarious how little things can twist someone's mind. [From.GetFirstName] has been on the edge for days, fearing for non-existent plots against [From.GetHerHim].;;;;;;;;;;;;;;
EVTOPTAspleasure.77;Give it more time...;;;;;;;;;;;;;;
EVTOPTBspleasure.77;I'll approach [From.GetHerHim].;;;;;;;;;;;;;;
EVTDESCspleasure.78;Despite your efforts, [From.GetFirstName] still remains set in a complacent and trusting mindset, content with [From.GetHerHim]self.;;;;;;;;;;;;;;
EVTOPTAspleasure.78;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.78;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.80;Some well-placed rumours are all that takes to inflate someone's opinion. [From.GetFirstName] is filled with pride and would do anything to satiate [From.GetHerHis] thirst for flattery right now.;;;;;;;;;;;;;;
EVTOPTAspleasure.80;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.80;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.81;You tried to make [From.GetFirstName] respect [From.GetHerHim]self more, but the humility and self-loathing seem to be strong in this one.;;;;;;;;;;;;;;
EVTOPTAspleasure.81;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.81;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.83;Some nosy servants and anonymous gifts allowed [From.GetFirstName] to try some of the more exotic and pleasurable things in life, now that [From.GetSheHe] has gained an interest, nothing seems to satiate it.;;;;;;;;;;;;;;
EVTOPTAspleasure.83;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.83;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.84;Despite your efforts, [From.GetFirstName] remains a bland and frugal person, boring in [From.GetHerHis] interests as much as in [From.GetHerHis] character.;;;;;;;;;;;;;;
EVTOPTAspleasure.84;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.84;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
EVTDESCspleasure.86;Making sure the right servants slipped the right beverage in the right chalice is an art in itself. Now [From.GetFirstName] has already started to develop a more interesting and colourful personality.;;;;;;;;;;;;;;
EVTOPTAspleasure.86;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.86;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.88;Boytoys and wenches aren't hard to find and they can make the most believable actors when paid enough. It is delightful to think how one can be able to create love with precision and intent. For as long as [From.GetFirstName] believe them, isn't it true love?;;;;;;;;;;;;;;
EVTOPTAspleasure.88;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.88;I'll approach [From.GetHerHim] now.;;;;;;;;;;;;;;
EVTDESCspleasure.89;Using minor instruments to exact your art is demeaning and obviously can lead to gross mistakes. The help you hired to drag [From.GetFirstName] out of [From.GetHerHis] bland and uninteresting shyness has likely had the entire opposite effect.;;;;;;;;;;;;;;
EVTOPTAspleasure.89;Perhaps [From.GetSheHe] still needs more time.;;;;;;;;;;;;;;
EVTOPTBspleasure.89;I'll approach [From.GetHerHim] anyway.;;;;;;;;;;;;;;
celibate_mom_dec;Become Celibate;;;;;;;;;;;;;;
celibate_mom_dec_desc;You've faced a particularly troublesome pregnancy. The next could be lethal. Maybe it would be best to abstain, rather than risk?;;;;;;;;;;;;;;
EVTDESCasur50;Gaen Vale, the most sacred place for the Asur, the core of Ulthuan and the centre of the Vortex which keeps the Chaos from pouring in and unravel the World is under attack. Would you stand with the Everqueen and defend the very heart of your homeland?;;;;;;;;;;;;;;
EVTOPTAasur50;Sail, to war!;;;;;;;;;;;;;;
EVTOPTBasur50;May the Gods protect them.;;;;;;;;;;;;;;
ulthuan_invasion_desc;§Y$CLAIMANT$§! can declare war to retake Ulthuan, the ancestral homeland of all Elves. You will prepare a large invasion for two years, during which troops and commanders will be gathered from all corners of your provinces. If you fail to wage war within these two years, you'll be shamed.;;;;;;;;;;;;;;
CB_NAME_ULTHUAN_INVASION;Reconquest of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_ULTHUAN_INVASION;Reconquest of $OTHER_TITLE$;;;;;;;;;;;;;;
prepare_ulthuan_invasion;Prepare Reconquest;;;;;;;;;;;;;;
prepare_ulthuan_invasion_desc; Ulthuan is your ancestral birthright. The time has now come to return and reclaim it from those who once drove your people out. Once you've made up your mind, you'll organize a great invasion in the next two years, during which you'll be able to wage war against Ulthuan at any time.;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.2;News have reached you [From.GetTitledFirstName] has started preparing a great invasion to reclaim Ulthuan. The wretched armies of corrupt Druchii raiders and witches gather already under [From.GetHerHis] banner.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.2;News have reached you [From.GetTitledFirstName] has started preparing a great invasion to reclaim Ulthuan. The wretched armies of feeble Asur warriors and mages gather already under [From.GetHerHis] banner.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.2;We must prepare.;;;;;;;;;;;;;;
EVTOPTBdruchiiinv.2;We must prepare.;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.3;You've stalled for too long. Slowly, the forces you've gathered for your great invasion have lost their interest and fallen into petty squabbles for power, leaving you with no united force to wrestle Ulthuan from the wretched Asur.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.3;You've stalled for too long. Slowly, the forces you've gathered for your great campaign of reconquest have lost their interest, thorn by debates regarding the validity of attacking now and leaving you with no united force to wrestle Ulthuan from the wretched Druchii.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.3;Incompetent fools!;;;;;;;;;;;;;;
EVTOPTBdruchiiinv.3;It'll be for another time...;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.4;A great host of raiders has gathered under your banner, they wait anxiously to set sail for Ulthuan.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.4;A great host of warriors has gathered under your banner,they wait anxiously to set sail for Ulthuan.;;;;;;;;;;;;;;
EVTOPTBdruchiiinv.4;Good.;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.5;A famous raider has come to your court, offering his allegiance and willingness to help you reclaim Ulthuan for a small share of the spoils.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.5;A famous commander has come to your court, offering his allegiance and willingness to help you reclaim Ulthuan and deliver it from its corruption.;;;;;;;;;;;;;;
EVTOPTBdruchiiinv.5;Good.;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.6;A small host of raiders has gathered under your banner, they wait anxiously to set sail for Ulthuan.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.6;A small host of warriors has gathered under your banner, they wait anxiously to set sail for Ulthuan.;;;;;;;;;;;;;;
EVTOPTBdruchiiinv.6;Good.;;;;;;;;;;;;;;
druchii_subjugation_desc;§Y$CLAIMANT$§! can declare war to subjugate any Druchii ruler who opposes us.;;;;;;;;;;;;;;
CB_NAME_DRUCHII_SUBJUGATION;Druchii Subjugation of [Title.GetBaseName];;;;;;;;;;;;;;
WAR_NAME_DRUCHII_SUBJUGATION;$ORDER$$SECOND_ADJ$ Druchii Subjugation of $OTHER_TITLE$;;;;;;;;;;;;;;
vassal_feed_to_nauglir;Feed to nauglir;;;;;;;;;;;;;;
vassal_feed_to_nauglir_desc;Feed this prisoner to your favourite cold one.;;;;;;;;;;;;;;
vassal_feed_to_dragon;Feed to Dragon;;;;;;;;;;;;;;
vassal_feed_to_dragon_desc;Feed this prisoner to your dragon.;;;;;;;;;;;;;;
vassal_feed_to_gryphon;Feed to Griffon;;;;;;;;;;;;;;
vassal_feed_to_gryphon_desc;Feed this prisoner to your griffon.;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.8;Your prisoner is thrown in the public pit and the cold one is released soon after. The creature growls and hisses at the victim for a while and then leaps forward, ripping them apart.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.8;Who's hungry?;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.9;Your jailer has decided to punish you by tossing you in their pit and have a cold one devour you.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.9;Aaah!!;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.10;Your prisoner is tied in the middle of the square, for all to see. At your call, the dragon comes down from above, burning them to a crisp and feasting on the remains.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.10;Who's hungry?;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.11;Your jailer has decided to punish you by tossing you in their pit and have their dragon devour you.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.11;Aaah!!;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.12;Your prisoner is tied in the middle of the square, for all to see. At your call, the griffon comes down from above, wrapping his claws around the body of the victim and starting to peel off skin with his beak, feasting while the prisoner is still alive and screaming.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.12;Who's hungry?;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.13;Your jailer has decided to punish you by tossing you in their pit and have their Griffon devour you.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.13;Aaah!!;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.15;And so it has come to pass that not a man but a woman trained in the arcane arts defeated the Witch King. For centuries Malekith forbade men from practising magic under his lands, needlessly fearing for a prophecy which is clear now he so greatly misunderstood. This is a great day for the Asur, as their greatest enemy has been defeated and the remaining Druchii will soon fight amongst themselves for his legacy.;;;;;;;;;;;;;;
EVTDESCB_druchiiinv.15;And so it has come to pass that a mage defeated the Witch King, just as Caledor prophesied. For centuries Malekith forbade men from practising magic under his lands, but in the end there was nothing he could do to avoid his destiny. This is a great day for the Asur, as their greatest enemy has been defeated and the remaining Druchii will soon fight amongst themselves for his legacy.;;;;;;;;;;;;;;
EVTDESCC_druchiiinv.15;And so it has come to pass that a commoner defeated the Witch King. For centuries Malekith forbade men from practising magic under his lands, fearing the a mage would have been born and trained in the arcane art, become more powerful than him and destroy him, like Caledor prophesied. Yet, in the end, it was through mundane means that the Witch King of Naggaroth found his end. This is a great day for the Asur, as their greatest enemy has been defeated and the remaining Druchii will soon fight amongst themselves for his legacy.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.15;A great accomplishment.;;;;;;;;;;;;;;
EVTTITLE_druchiiinv.15;The Witch King dies...;;;;;;;;;;;;;;
EVTDESCA_druchiiinv.16;[From.GetTitledFirstName] has grown weary of the squabbling of [From.GetHerHis] subjects. Unleashing [From.GetHerHis] host of spies and informants, [From.GetSheHe] is surveying Naggaroth to cut down any attempt at insurrection. You, as well as your supporters, have decided it might be best to dissolve your factions for now.;;;;;;;;;;;;;;
EVTOPTAdruchiiinv.16;Our time will come again.;;;;;;;;;;;;;;
enter_oak_of_ages;Enter the Oak of Ages;;;;;;;;;;;;;;
enter_oak_of_ages_desc;The eternal cycle ensuring the survival of Athel Loren must be preserved. The gods will protect the forests, as long as there are volunteers amongst the Asrai to become their vessels. You currently claim rule over Athel Loren, yet have refused thus far such burden.;;;;;;;;;;;;;;
spouseenter_oak_of_ages;Enter the Oak of Ages;;;;;;;;;;;;;;
spouseenter_oak_of_ages_desc;The eternal cycle ensuring the survival of Athel Loren must be preserved. The Gods will protect the forests, as long as there are volunteers amongst the Asrai to become their vessels. You currently bear such burden, yet your spouse is still free from it. For balance to be reached, Isha and Kurnous must be reunited.;;;;;;;;;;;;;;
EVTTITLEasrai1;The Oak of Ages;;;;;;;;;;;;;;
EVTDESCAasrai1;As days go by, you've felt drawn closer to the heart of Athel Loren, the Oak of the Ages. You've finally embraced the call of the Gods and, as you enter the the ancient tree, you feel the benevolence and wisdom of Isha filling your very being. What happens later is indescribable, but when you've come out you've become more than a mere elf.;;;;;;;;;;;;;;
EVTDESCBasrai1;As days go by, you've felt drawn closer to the heart of Athel Loren, the Oak of the Ages. You've finally embraced the call of the Gods and, as you enter the the ancient tree, you feel the wrath and righteousness of Kurnous filling your very being. What happens later is indescribable, but when you've come out you've become more than a mere elf.;;;;;;;;;;;;;;
EVTOPTAasrai1;Let my enlightened guide shine over my subjects.;;;;;;;;;;;;;;
EVTOPTBasrai1;Let the Wild Hunt start anew!;;;;;;;;;;;;;;
EVTDESCAasrai2;Winter is coming closer and once again you feel the call of the Oak of Ages, to rest inside the heart of Athel Loren and wait for your forces to be renewed on spring.;;;;;;;;;;;;;;
EVTDESCBasrai2;Winter is coming closer and once again you feel the call of the Oak of Ages, to burn, die and be reborn from  the heart of Athel Loren in spring.;;;;;;;;;;;;;;
EVTDESCCasrai2;The summer is coming to an end and you feel more and more tired everyday. The call of Athel Loren compels you to yield to your torpor and sleep until the next spring.;;;;;;;;;;;;;;
EVTOPTAasrai2;So be it.;;;;;;;;;;;;;;
EVTOPTBasrai2;So be it.;;;;;;;;;;;;;;
EVTOPTCasrai2;So be it.;;;;;;;;;;;;;;
EVTDESCAasrai3;With the spring giving new life and colour to the woods, you emerge once more from your sleep, reinvigorated by the power of Athel Loren, once more ready to defend it.;;;;;;;;;;;;;;
EVTOPTAasrai3;The Hunt draws close.;;;;;;;;;;;;;;
EVTDESCAasrai4;Something is wrong. You've awakened with a strange thirst for blood this year. The minds of all the Great Hunters are shrieking inside your mind, demanding for you to protect the sacred glades and slaughter all those who are planning to do harm upon them.;;;;;;;;;;;;;;
EVTOPTAasrai4;Blow the horns! It is time we hunt!;;;;;;;;;;;;;;
EVTDESCAasrai5;This year Kurnous has come back to life maddened with lust for blood. Already his call resonates over the glades, calling all the creatures of the forest to hunt, driving spirits and beasts insane.;;;;;;;;;;;;;;
EVTOPTAasrai5;Blreaaarh!!!;;;;;;;;;;;;;;
EVTOPTBasrai5;The horns pierce my ears!;;;;;;;;;;;;;;
EVTOPTCasrai5;What's all this ruckus about?;;;;;;;;;;;;;;
EVTDESCAasrai6;The Weave is out of balance. Day after day you hear whispers and shrieks beneath your bark, it becomes harder to focus, to keep calm.;;;;;;;;;;;;;;
EVTOPTAasrai6;Blreaaarh!!!;;;;;;;;;;;;;;
EVTDESCAasrai8;Athel Loren is not kind on those who fail to respect and preserve its boundaries. The branches and leaves twist and reach out by their own will and by the blink of an eye, part of your hold has disappeared.;;;;;;;;;;;;;;
EVTOPTAasrai8;What- where...?;;;;;;;;;;;;;;
EVTDESCAasrai9;Your [GetFromRelation] [From.GetFirstName] has been plagued by nightmares and visions since [From.GetHerHim] angered the ancient spirits which roam within Athel Loren. The capricious forces of the forest have now decided to release their wrath against you as well.;;;;;;;;;;;;;;
EVTOPTAasrai9;Get away from me!;;;;;;;;;;;;;;
EVTDESCAasrai10;You search your [GetFromRelation] [From.GetFirstName] for days, losing four more scouts to the treacherous forest, before finally admitting defeat. The terrible and ancient spirits of Athel Loren claimed [From.GetHerHim], your blasphemy has condemned your [GetFromRelation] to forever roam the timeless glades.;;;;;;;;;;;;;;
EVTOPTAasrai10;Why!?!;;;;;;;;;;;;;;
EVTDESCAasrai11;Your [GetFromRelation] [From.GetFirstName] has been plagued by nightmares and visions since [From.GetHerHim] angered the ancient spirits which roam within Athel Loren. The capricious forces of the forest have now decided to release their wrath against you as well.;;;;;;;;;;;;;;
EVTOPTAasrai11;Get away from me!;;;;;;;;;;;;;;
EVTDESCAasrai12;After the third day of your [GetFromRelation] avoiding you, you finally manage to discover what was the cause of [From.GetHerHis] shyness. The spirits, angered by your actions, have carved their resentment into [From.GetHerHis] face.;;;;;;;;;;;;;;
EVTOPTAasrai12;This is... Oh-ugh!;;;;;;;;;;;;;;
EVTDESCAasrai13;Wondering in the woods of Athel Loren by yourself is not the most sensible action. Yet there you are, unaware of how or why did you leave the glade of your [GetFromRelation].;;;;;;;;;;;;;;
EVTOPTAasrai13;Where am I? Help!;;;;;;;;;;;;;;
EVTDESCAasrai14;You search your [GetFromRelation] [From.GetFirstName] for days, losing four more scouts to the treacherous forest, before finally admitting defeat. The terrible and ancient spirits of Athel Loren claimed [From.GetHerHim], your blasphemy has condemned your [GetFromRelation] to forever roam the timeless glades.;;;;;;;;;;;;;;
EVTDESCBasrai14;Your young innocent [GetFromRelation] has disappeared. The cruel and terrible spirits of Athel Loren claimed what was more dear to you to punish you for your blasphemy, condemning the poor soul to forever roam the timeless glades.;;;;;;;;;;;;;;
EVTOPTAasrai14;No!;;;;;;;;;;;;;;
EVTDESCAasrai15;You awake in your bed, something rasping under the sheets. You cannot see nor touch your attacker, but at the same time you feel its cold claws pierce their way beneath your flesh.;;;;;;;;;;;;;;
EVTOPTAasrai15;Help!;;;;;;;;;;;;;;
EVTDESCAasrai16;You awake in your bed, something rasping under the sheets. You cannot see nor touch your attacker, but at the same time you feel its cold claws pierce their way beneath your flesh, searching for your eyes and your mouth.;;;;;;;;;;;;;;
EVTOPTAasrai16;Help!;;;;;;;;;;;;;;
EVTDESCAasrai17;You awake in your bed, something rasping under the sheets. You cannot see nor touch your attacker, but at the same time you feel its cold claws pierce their way beneath your flesh, breaking bones and maiming limbs.;;;;;;;;;;;;;;
EVTOPTAasrai17;Grlllbllch...;;;;;;;;;;;;;;
EVTDESCAasrai18;Wandering in the woods of Athel Loren by yourself is not the most sensible action. Yet there you are, unaware of how or why did you leave the safety of your hold. Voices whisper and a faint laughter echoes through the leaves.;;;;;;;;;;;;;;
EVTOPTAasrai18;Where am I? Help!;;;;;;;;;;;;;;
EVTDESCAasrai19;Your [GetFromRelation] [From.GetFirstName] has been plagued by nightmares and visions since [From.GetHerHim] angered the ancient spirits which roam within Athel Loren. The capricious forces of the forest have now decided to release their wrath against you as well.;;;;;;;;;;;;;;
EVTOPTAasrai19;Get away from me!;;;;;;;;;;;;;;
EVTDESCAasrai20;You search your [GetFromRelation] [From.GetFirstName] for days, losing four more scouts to the treacherous forest, before finally admitting defeat. The terrible and ancient spirits of Athel Loren claimed [From.GetHerHim], your blasphemy has condemned your [GetFromRelation] to forever roam the timeless glades.;;;;;;;;;;;;;;
EVTOPTAasrai20;Why!?!;;;;;;;;;;;;;;
EVTDESCAasrai21;Your [GetFromRelation] [From.GetFirstName] has been plagued by nightmares and visions since [From.GetHerHim] angered the ancient spirits which roam within Athel Loren. The capricious forces of the forest have now decided to release their wrath against you as well.;;;;;;;;;;;;;;
EVTOPTAasrai21;Get away from me!;;;;;;;;;;;;;;
EVTDESCAasrai22;Your [GetFromRelation] [From.GetFirstName] has been missing for some days. Many in the court have come to the conclusion [From.GetSheHe] has been taken by the spirits of Athel Loren.;;;;;;;;;;;;;;
EVTOPTAasrai22;It'll probably come back sooner or later...;;;;;;;;;;;;;;
EVTDESCAasrai23;You cannot sleep, you cannot think, the shrieking voices of the angered spirits follow your steps at every turn. As days pass by, you feel losing your grip on sanity.;;;;;;;;;;;;;;
EVTOPTAasrai23;Leave me alone! Alone!!;;;;;;;;;;;;;;
appease_spirits;Appease Spirits;;;;;;;;;;;;;;
appease_spirits_desc;Offer a sacrifice in order to appease the capricious spirits of Athel Loren.;;;;;;;;;;;;;;
EVTDESCAasrai24;The spirits of Athel Loren are mysterious and capricious entities, all too ready to kill and twist any creature that dares entering their holy woods. You can only hope an offering could placate them, for some time.;;;;;;;;;;;;;;
EVTOPTAasrai24;A great offering for our friends.;;;;;;;;;;;;;;
EVTOPTBasrai24;The greatest gift for our friends.;;;;;;;;;;;;;;
EVTOPTCasrai24;I've changed my mind.;;;;;;;;;;;;;;
EVTDESCAasrai25;It is hard to read the forest's disposition, but as your offering vanishes, you can feel the Weave resonates with approval.;;;;;;;;;;;;;;
EVTOPTAasrai25;Excellent.;;;;;;;;;;;;;;
EVTDESCAasrai26;It is hard to read the forest's disposition. In a day, your offering has disappeared, but not sign has come from the spirits.;;;;;;;;;;;;;;
EVTOPTAasrai26;Hmm...;;;;;;;;;;;;;;
EVTDESCAasrai27;Your end has not come yet. Inflamed by your righteous anger, your spirit flew back to the heart of Athel Loren, to be reborn from the hulk of a deadwood as twisted Tree Kin, ready to exact vengeance upon your enemies.;;;;;;;;;;;;;;
EVTOPTAasrai27;Raahhh!!;;;;;;;;;;;;;;
EVTDESCAasrai28;It has become harder and harder to recall the memories of your previous life. The call of the forest is ever stronger and you feel your conciousness finally going away, merging with the Weave of the forest.;;;;;;;;;;;;;;
EVTOPTAasrai28;...;;;;;;;;;;;;;;
EVTDESCAasrai29;It has become harder and harder to recall the memories of your previous life. The call of the forest is ever stronger but you feel you could still maintain yourself apart from it.;;;;;;;;;;;;;;
EVTOPTAasrai29;It is time to join the Weave.;;;;;;;;;;;;;;
EVTOPTBasrai29;It's not my time yet!;;;;;;;;;;;;;;
