#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
ravaged_by_chaos_desc;These lands were target of a recent Chaos incursion, those who didn't escape from this defiled land were killed by Chaos host. This earth is soaked by blood and terrible creatures are haunting city streets in the light of day.;;;;;;;;;;;;;x
resistance;Resistance against Chaos;;;;;;;;;;;;;x
resistance_desc;There are still some unwilling to surrender to the forces of Chaos and rather intend to oppose them until the bitter end.;;;;;;;;;;;;;x
dead_raised;Dead Raised;;;;;;;;;;;;;x
dead_raised_desc;The whole legion of undead was raised in this province.;;;;;;;;;;;;;x
depopulated;Depopulated;;;;;;;;;;;;;x
depopulated_desc;The province was severely depopulated - it will take years for it to reach the former number of inhabitants.;;;;;;;;;;;;;x
# CULTURE MODIFIERS
###Special Units stuff;;;;;;;;;;x
gun_volley_tactic;Gun Volley;;;;;;;;;;;;x
magic_barrage_tactic;Magical Barrage;;;;;;;;;;;;x
artillery_barrage_tactic;Artillery Barrage;;;;;;;;;;;;x
artillery;Artillery;;;;;;;;;;;;x
artillery_offensive;Artillery Offensive;;;;;;;;;;;;x
artillery_defensive;Artillery Defensive;;;;;;;;;;;;x
artillery_morale;Artillery Morale;;;;;;;;;;;;x
###Culture Modifiers;;;;;;;;;;x
default_culture_modifier;Default culture modifier;;;;;;;;;;;;x
daemons_culture_modifier;Daemonic culture modifier;;;;;;;;;;;;x
empire_culture_modifier;Imperial culture modifier;;;;;;;;;;;;x
tilea_culture_modifier;Tilean culture modifier;;;;;;;;;;;;x
estalia_culture_modifier;Estalian culture modifier;;;;;;;;;;;;x
norsca_culture_modifier;Norscan culture modifier;;;;;;;;;;;;x
gospodar_culture_modifier;Gospodar culture modifier;;;;;;;;;;;;x
kurgan_culture_modifer;Kurgan culture modifier;;;;;;;;;;;;x
hungs_culture_modifier;Hung culture modifier;;;;;;;;;;;;x
kislevite_culture_modifier;Kislevite culture modifier;;;;;;;;;;;;x
ungol_culture_modifier;Ungol culture modifier;;;;;;;;;;;;x
dwarven_culture_modifier;Dwarf culture modifier;;;;;;;;;;;;x
elven_culture_modifier;Elven culture modifier;;;;;;;;;;;;x
goblin_culture_modifier;Goblin culture modifier;;;;;;;;;;;;x
orc_culture_modifier;Orc culture modifier;;;;;;;;;;;;x
###Variables;;;;;;;;;;x
suspicion;Suspicion;;;;;;;;;;x
doom_counter;Doom Counter;;;;;;;;;;x
khornefavor;Khorne's favour;;;;;;;;;;x
nurglefavor;Nurgle's favour;;;;;;;;;;x
tzeentchfavor;Tzeentch's favour;;;;;;;;;;x
slaaneshfavor;Slaanesh' favour;;;;;;;;;;x
undividedfavor;Chaos Undivided favour;;;;;;;;;;x
khornecultpower;Khorne's cult power;;;;;;;;;;x
nurglecultpower;Nurgle's cult power;;;;;;;;;;x
tzeentchcultpower;Tzeentch's cult power;;;;;;;;;;x
slaaneshcultpower;Slaanesh' cult power;;;;;;;;;;x
undividedcultpower;Chaos Undivided cult power;;;;;;;;;;x
humanslaves;Human Slaves;;;;;;;;;;x
dwarfslaves;Dwarf Slaves;;;;;;;;;;x
elfslaves;Elf Slaves;;;;;;;;;;x
duel_max_hp;Max HP;;;;;;;;;;x
duel_att;Attack;;;;;;;;;;x
duel_def;Defence;;;;;;;;;;x
SW;Willpower;;;;;;;;;;x
magic_points;Magic Points;;;;;;;;;;x
Int;Intelligence;;;;;;;;;;x
k4_roll;D4 Roll;;;;;;;;;;x
k10_roll;D10 Roll;;;;;;;;;;x
carstein_death_count;times Von Carstein ringbearer died;;;;;;;;;;x
sleep_level;Slann's sleep level;;;;;;;;;;x
hashut_favour_points;Hashut's favour;;;;;;;;;;x
#CBS
# Chaos subjugation
CB_NAME_CHAOS_SUBJUGATION;Unholy Subjugation of [Title.GetBaseName];Assujettissement de [Title.GetBaseName];Unterwerfung von [Title.GetBaseName];;Subyugación de [Title.GetBaseName];;;;;;;;;x
chaos_subjugation_desc;The strongest will rule!;;;;;;;;;;;;;x
WAR_NAME_CHAOS_SUBJUGATION;$ORDER$$FIRST_ADJ$ Unholy Subjugation of $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ assujettissement de $OTHER_TITLE$;$ORDER$$FIRST_ADJ$ Unterwerfung von $OTHER_TITLE$;;$ORDER$$FIRST_ADJ$ Subyugación de $OTHER_TITLE$;;;;;;;;;x
#chaos invasion
CB_NAME_CHAOS_INVASION;Chaos Invasion of [Title.GetBaseName];;;;;;;;;;;;;x
chaos_invasion_desc;Starts a Chaos Invasion in the glory of Dark Gods. Only a true champion of Gods may receive help form other follower of Chaos.;;;;;;;;;;;;;x
WAR_NAME_CHAOS_INVASION;$ORDER$$FIRST_ADJ$ Chaos Invasion of $OTHER_TITLE$;;;;;;;;;;;;;x 
#
# NEW TROOP TYPES 
#
magical_spells;Spell Points;;;;;;;;;;;;;x
magical_spells_MORALE;<not applicable>;;;;;;;;;;;;;x
magical_spells_DISCIPLINE;<not applicable>;;;;;;;;;;;;;x
magical_spells_OFFENSIVE_FIRE;Spells Damage;;;;;;;;;;;;;x
magical_spells_DEFENSIVE_FIRE;Spells Duration;;;;;;;;;;;;;x
magical_spells_modifier;Combat Modifier boost to Spells;;;;;;;;;;;;;x
magical_spells_offensive;Spells Offensive;;;;;;;;;;;;;x
magical_spells_defensive;Spells Defensive;;;;;;;;;;;;;x
#
gunpowder;Gunners;;;;;;;;;;;;;x
gunpowder_MORALE;Gunners Morale;;;;;;;;;;;;;x
gunpowder_DISCIPLINE;Gunners Discipline;;;;;;;;;;;;;x
gunpowder_modifier;Combat Modifier boost to Gunners Troops;;;;;;;;;;;;;x
gunpowder_OFFENSIVE_FIRE;Gunners Damage;;;;;;;;;;;;;x
gunpowder_DFENSIVE_FIRE;Gunners Defence;;;;;;;;;;;;;x
gunpowder_defensive;Gunners Defensive;;;;;;;;;;;;;x
gunpowder_offensive;Gunners Offensive;;;;;;;;;;;;;x
