#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC_greenskins_cleansing_success;Your expedition did their job and exterminated every last one of the Greenskin pests still marauding in your land.;;;;;;;;;;;;;;
EVTOPTA_greenskins_cleansing_success;Good.;;;;;;;;;;;;;;
EVTDESC_greenskins_cleansing_failure;The expedition had catastrophic results: not only the Greenskins repelled your forces, the battle has stirred them into a bloodlust, and now, if they gain further momentum, they might band into a full horde.;;;;;;;;;;;;;;
EVTOPTA_greenskins_cleansing_failure;We must be prepared!;;;;;;;;;;;;;;
scattered_greenskins;Defeated Greenskins;;;;;;;;;;;;;
scattered_greenskins_desc;This ruler has recently thwarted the attempts of a Greenskin horde to conquer their lands. The Greenskins will not dare to intrude intro this character's demesne for 5 years.;;;;;;;;;;;;;
greenskinsnontribalmalus;Greenskins don't get levies or taxes fron any non-Tribal holding.;;;;;;;;;;;;;
EVTOPTAORCSGROW2;WAAAAGH!;;;;;;;;;;;;;
nick_blakhand;Blak Hand;;;;;;;;;;;;;
choose_greenskin_branch;Greenskin god preference;;;;;;;;;;;;;
choose_greenskin_branch_desc;Every Greenskin holds one of their twin gods, Gork and Mork, in higher esteem than the other, which usually causes constant arguments and conflict ( As does everything else for them ) over who's the strongest.;;;;;;;;;;;;;
greenskin_gods_gork;Prefers Gork;;;;;;;;;;;;;
greenskin_gods_gork_desc;This Greenskin thinks that Gork is the best of the twin gods, because he's cunningly brutal;;;;;;;;;;;;;
greenskin_gods_mork;Prefers Mork;;;;;;;;;;;;;
greenskin_gods_mork_desc;This Greenskin thinks that Mork is the best of the twin gods, because he's brutally cunning.;;;;;;;;;;;;;
DR_greenskins.206.desc;So... who you fink iz da biggest, baddest god?;;;;;;;;;;;;x
DR_greenskins.206.opta;Gork is best cuz hez cunnin' and brutal!;;;;;;;;;;;;;x
DR_greenskins.206.optb;Mork is best cuz hez brutal and cunnin'!;;;;;;;;;;;;;x
cleanse_greenskin_presence;Cleanse Greenskins Presence;;;;;;;;;;;;;
cleanse_greenskin_presence_desc;The Greenskins have left destruction in their wake on this province. With a little founding you could call for an expedition to eliminate them entirely from the area.;;;;;;;;;;;;;
hunting_beastmen;Hunting Greenskins;;;;;;;;;;;;;
hunting_beastmen_desc;An attempt to exterminate the Greenskins of this province is ongoing.;;;;;;;;;;;;;
###Estalia, Tilea and Sartosa;;;;;;;;;;x
restore_eternal_empire;Restore Myrmidia's Empire;;;;;;;;;;x
restore_eternal_empire_desc;In ancient times, the lands of Tilea and Estalia were united in a great empire, under the guidance of Myrmidia incarnate herself. A long time has passed since this, and now the Estalian Kings and Tilean Princes squabble over petty conflicts. A powerful ruler who controls both lands can, perhaps, end these conflicts and become the second incarnation of Myrmidia...;;;;;;;;;;x
EVTTOOLTIPETERNALRESTORED;Myrmidia's Empire is restored!;;;;;;;;;;x
EVTDESCDR_misc.1;Friends, [Root.Culture.GetName]s, countrymen, lend me your ears! After the miraculous recovery of territory lost centuries ago, the Myrmidia's Empire has been reborn! Tilea & Estalia have endured dark times. After the era of Myrmidia Incarnate, our lands were stormed by Greenskins, bandits, pretenders and northern barbarians, and territory after territory burned at their touch, but now a bright new age has dawned for all of civilization.\n\n[Root.GetTitledFirstName] has been crowned by the Última Águila as Myrmidia Incarnate at the great cathedral of Magritta, and now rules [Root.PrimaryTitle.GetName] as the second Incarnation of Myrmidia!;;;;;;;;;;x
EVTNAMEDR_misc.1;Myrmidia's Empire;;;;;;;;;;x
EVTOPTADR_misc.1;Myrmidia Invicta!;;;;;;;;;;x
myrmidia_incarnate;Myrmidia Incarnate;;;;;;;;;;x
myrmidia_incarnate_desc;This character has been recognized as Myrmidia Incarnate, and ruler of Her restored empire.;;;;;;;;;;x
ca_tercio_barracks_1_desc;The Estalians are famed for their Tercio formations, where ranks of pikemen form an impenetrable wall of sharp steel points, supported by crossbowmen to the sides.;;;;;;;;;;x
ca_tercio_barracks_1;Tercio Barracks;;;;;;;;;x
ca_tercio_barracks_2;Tercio Barracks;;;;;;;;;x
ca_tercio_barracks_3;Tercio Barracks;;;;;;;;;;x
ca_tercio_barracks_4;Tercio Barracks;;;;;;;;;x
ca_tercio_barracks_5;Tercio Barracks;;;;;;;;;x
ca_tercio_barracks_6;Tercio Barracks;;;;;;;;x
ca_estalian_genitores_1_desc;Influenced by both Estalian and Arabyan light cavalry traditions, Genitores shun heavy armour and lances in favour of light armour and spears. These well trained horsemen are fast and manoeuvrable in the battlefield.;;;;;;;;;;x
ca_estalian_genitores_1;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_estalian_genitores_2;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_estalian_genitores_3;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_estalian_genitores_4;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_estalian_genitores_5;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_estalian_genitores_6;Genitores Stables;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_rodelero_barracks_1_desc;Armed with a metal buckler, light armour and double-edged, razor sharp swords, the Estalian Rodeleros form the front rank of the Tercio formations. Brave swordsmen, these aggressive men are recruited from among the numerous cut-throats, bandits and renegades that inhabit Estalia.;;;;;;;;;;x
ca_rodelero_barracks_1;Rodelero Training Grounds;;;;;;;;;x
ca_rodelero_barracks_2;Rodelero Training Grounds;;;;;;;;;x
ca_rodelero_barracks_3;Rodelero Training Grounds;;;;;;;;;;x
ca_rodelero_barracks_4;Rodelero Training Grounds;;;;;;;;;x
ca_culture_estalian_group_1_desc;The elite guards of the Estalian rulers, the Royal Guard are among the best of the military, armed with some of the best equipment available, they are trained rigorously. As a sign of their position the Royal Guard are equipped with Estalian-made handguns, which are relatively rare.;;;;;;;;;;x
ca_culture_tilean_1_desc;Well-disciplined Tilean "Condotteri" mercenaries, composed of pikemen and crossbowmen are raised here, specializing in the defense.;Les formations italiennes de piquiers sont entraînées ici. Spécialisées en défense, elles sont très disciplinées.;Die sehr disziplinierte, italienische Pike-Formation wird hier aufgezogen, die auf die Verteidigung spezialisiert ist.;;Las disciplinadas formaciones de picas italianas, especializadas en defensa, se educan aquí.;;;;;;;;;x
ca_culture_myken_1_desc;The heavily-armored and drilled Myken Hoplites are trained here.;Les formations italiennes de piquiers sont entraînées ici. Spécialisées en défense, elles sont très disciplinées.;Die sehr disziplinierte, italienische Pike-Formation wird hier aufgezogen, die auf die Verteidigung spezialisiert ist.;;Las disciplinadas formaciones de picas italianas, especializadas en defensa, se educan aquí.;;;;;;;;;x
ca_culture_estalian_group_1;Royal Guard Headquarters;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_estalian_group_2;Royal Guard Headquarters;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_estalian_group_3;Royal Guard Headquarters;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_estalian_group_4;Royal Guard Headquarters;Grand enclos des cabelleros;Cabarello-Übungsplatz;;Zona de entrenamiento de caballeros;;;;;;;;;x
ca_culture_tilean_1;Condotteri Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_tilean_2;Condotteri Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_tilean_3;Condotteri Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_tilean_4;Condotteri Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_myken_1;Hoplite Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_myken_2;Hoplite Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_myken_3;Hoplite Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
ca_culture_myken_4;Hoplite Training Ground;Camp des picchiere;Pikenier-Übungsplatz;;Zona de entrenamiento con lanza;;;;;;;;;x
###Chaos Dwarfs;;;;;;;;;;x
d_cult_of_hashut;Priesthood of Hashut;;;;;;;;;;x
d_cult_of_hashut_desc;Hashut Cult;;;;;;;;;;x
ca_zharr_naggrund;Mingol Zharr-Naggrund;;;;;;;;;;;;;x
ca_zharr_naggrund_desc;Mingol Zharr-Naggrund is the true capital of all Chaos Dwarfs. It is a great ziggurat-city made out of obsidian, equal parts fortress, factory and temple. Great factories, which run thanks to the waters of the River Ruin and the toil of thousands of slaves, forge all kinds of mass-produced armours and weapons, which are often sold all around the Dark Lands and beyond.;;;;;;;;;;;;;x
ca_tower_gorgoth;Tower of Gorgoth;;;;;;;;;;x
ca_tower_gorgoth_desc;The Tower of Gorgoth rests atop a plateau in a small volcanic mountain range in the southern region of the Dark Lands. Deep within the remains of the long extinct volcano Azgorh, the Dawi Zharr found there to be vast seams of precious minerals. Untold numbers of slaves have been brought here over the centuries, and the mines have developed into an extensive network.  A huge garrison of Chaos Dwarfs keeps vigilance over the tower and the surrounding area with rocket batteries aligned along the ramparts and towers of the citadel.;;;;;;;;;;x
ca_black_fortress;The Black Fortress;;;;;;;;;;x
ca_black_fortress_desc;Guardian of the south-eastern teaches of the Chaos Dwarf realm, the Black Fortress is a vast, jagged citadel stained black by the Volcanic fires of the rocky plateau on which it sits. Along with the Tower of Gorgoth, it vies for prominence and power as the second most important fortress-citadel of the Chaos Dwarfs beyond their heartland on the Zharrduk Plain. Unlike the Tower of Gorgoth, the purpose of the Black Fortress is as a purely military outpost, and is headquarters for the Legion of Azgorh. The legion is a mighty standing army which ranges across the desolation of the southern Dark Lands, escorts the far- flung slave caravans through the Howling Wastes and stands as a bulwark against frequent invasions of Ogres, Orcs and worse from the east.;;;;;;;;;;x
chaos_dwarf_sorcerer;Chaos Dwarf Sorcerer;;;;;;;;;;x
chaos_dwarf_sorcerer_desc;The Sorcerer-Prophets are the great masters of the Chaos Dwarf race, directing the labours of their slaves and the conquests of their armies, their sorcerous powers granted by the Bullfather, Hashut. Thanks to their dark patron, they have completely embraced the arts of magic, with a dire price. Since Dwarfs were never meant to practise magic, over time a Chaos Dwarf Sorcerer will gradually turn to stone, starting from their feet, until the entire body is consumed and they becomes a statue. This trait also gives access to spells from the Lore of Hashut.;;;;;;;;;;x
great_taurus_mount;Great Taurus Mount;;;;;;;;;;x
great_taurus_mount_desc;Mounted into battle by the Chaos Dwarfs, a Great Taurus is a terrible sight to behold. A gigantic winged bull, wreathed in infernal flames, it's temperament matching that of it's fell masters. Whoever dares to strike this beast will surely be engulfed by the flames that compose it's body.;;;;;;;;;;x
lamassu_mount;Lammasu Mount;;;;;;;;;;x
lamassu_mount_desc;Only the Sorcerer-Prophets of the Chaos Dwarfs may ride a Lammasu into battle. Similar to a Great Taurus, but with clawed forelimbs, an eerie face that resembles that of a Chaos Dwarf, and a cunning and vileness to match their masters'. Lammasu are impervious to magic, and some are even known to cast spells from the Lores of Fire and Shadow.;;;;;;;;;;x
sacrifice_to_hashut;Sacrifice [Root.GetTitledFirstName] to Hashut;;;;;;;;;;;;x
sacrifice_to_hashut_desc;Hashut will surely grant you His favour by sacrificing this lesser [Root.Culture.GetName] in His great furnaces...;;;;;;;;;;;;x
chaos_dwarf_sell_into_slavery;Sell [Root.GetTitledFirstName] into Slavery;;;;;;;;;;;;x
chaos_dwarf_sell_into_slavery_desc;You can sell [Root.GetTitledFirstName] in the slave markets of [From.Capital.GetName] for an appropriate sum...;;;;;;;;;;;;x
chaos_dwarf_slaver_raid;Chaos Dwarf Slave Raid;;;;;;;;;;x
chaos_dwarf_slaver_raid_desc;A Chaos Dwarf ruler can attack any neighbouring duchy with the objective of subjugating its populace and taking them into slavery. On the first siege won inside the enemy's demesne, you will get an choice to use the slaves to fill either your capital's factories or its slave levy. You also have a chance to imprison characters that are residing in that province. At the successive sieges, you will only get the chance to imprison characters.;;;;;;;;;;x
CB_NAME_CHAOS_DWARF_SLAVER_RAID;Slave Raid in [Title.GetBaseName];;;;;;;;;;x
WAR_NAME_CHAOS_DWARF_SLAVER_RAID;$ORDER$$FIRST_ADJ$ Slave Raid in [Title.GetBaseName];;;;;;;;;;x
sold_into_slavery;Sold into slavery;;;;;;;;;;;;x
sold_into_slavery_death;in slavery;;;;;;;;;;;;x
nurgles_rot_death;of Nurgle's Rot;;;;;;;;;;;;x
chaos_dwarf_petrification_1;Minor Sorcerer's Curse;;;;;;;;;;;;x
chaos_dwarf_petrification_1_desc;This character is starting to suffer from the effects of the Sorcerer's Curse, an ailment that transforms all Dwarfs that try to cast magic into stone.;;;;;;;;;;;;x
chaos_dwarf_petrification_2;Sorcerer's Curse;;;;;;;;;;;;x
chaos_dwarf_petrification_2_desc;This character is suffering from the effects of the Sorcerer's Curse, an ailment that transforms all Dwarfs that try to cast magic into stone.;;;;;;;;;;;;x
chaos_dwarf_petrification_2_death;petrified;;;;;;;;;;;;x
become_chaos_dwarf_sorcerer;Become a Sorcerer-Prophet;;;;;;;;;;;;x
become_chaos_dwarf_sorcerer_desc;Start the rituals to be granted the greatest gift from the Father of Darkness, mastery over the magic arts. Hashut is not a generous deity, and you'll need to offer Him a great number of sacrifices and start a great ceremony in hopes of being seen as worthy of this gift by the Bullfather...;;;;;;;;;;;;x
EVTNAME_hashut_sac;A Sacrifice to Hashut;;;;;;;;;;;;x
EVTDESC_hashut_sac;Your guards bring [From.GetTitledFirstName] up the stairs of the temple, towards to a great, brazen statue of Hashut at it's highest point, which has a pool of liquid, molten metal beneath it that acts as a furnace. As the temple's Bull Centaur places [From.GetHerHim] close to the furnace, you hear the mumblings of a [From.Religion.GetName] prayer to [From.Religion.GetHighGodName].\n\nThe Bull Centaur looks to you, his sturdy skin, blessed by Hashut, unaffected by the extreme heat that comes off the statue's furnace. With a nod from you, he will throw the sacrifice into the furnace...;;;;;;;;;;;;x
EVTOPT_hashut_sac_dwarf;Mighty Hashut, we offer you this traitor pig, a servant of the Ancestor Gods!;;;;;;;;;;;;x
EVTOPT_hashut_sac_minor;Mighty Hashut, we offer you a leader of the [From.Culture.GetName]s!;;;;;;;;;;;;x
EVTOPT_hashut_sac_courtier;Mighty Hashut, accept this weak [From.Culture.GetName] as sacrifice!;;;;;;;;;;;;x
EVTNAME_hashut_sacrifice_killed;A Sacrifice to Hashut;;;;;;;;;;;;x
EVTDESC_hashut_sacrifice_killed;The monstrous Bull Centaur plunges you into the pool of molten metal. You scream in agony as your skin melts, and see nothing more...;;;;;;;;;;;;x
ask_boon_hashut;Celebrate Grand Sacrifice;;;;;;;;;;;;x
ask_boon_hashut_desc;Hashut, the Father of Darkness, is known to grant generous gifts to those who show Him proper respect and keep His furnaces flowing with sacrifices...;;;;;;;;;;;;x
EVTDESC_hashut_boons;You enter [Root.Location.GetName]'s temple ritual room, and the acolytes prepare the altar for your audience with Lord Hashut by plunging a couple of slaves into the temple's furnace, as the ritual follows, you kneel and prostrate 3 times before a great statue of the Bullfather, glowing red-hot due to the burning coals inside it. Choking smoke inundates the chamber and you hear a booming, metallic voice, coming from all places in the room and none:\n"ASK FOR THY REWARD, MY SERVANT...";;;;;;;;;;;;x
EVTOPT_hashut_bless_me;Great Hashut, grant me the Gift of Infernal Fire!;;;;;;;;;;;;x
EVTOPT_hashut_bless_provinces_forges;Mighty Hashut, bless my lands with the Power of Molten Rock!;;;;;;;;;;;;x
EVTOPT_hashut_centaur_bulls;Father Hashut, grant me the aid of your greatest servants, the Bull Centaurs!;;;;;;;;;;;;x
recently_asked_hashut;Recently asked Hashut for a boon;;;;;;;;;;;;x
hashut_blessing;Gift of Infernal Fire;;;;;;;;;;;;x
hashut_blessing_desc;This character has been blessed with the Infernal Fire of Hashut. As a consequence his body is now stronger, and his mind more cunning.;;;;;;;;;;;;x
hashut_province_blessing;Power of Molten Rock;;;;;;;;;;;;x
hashut_province_blessing_desc;This province's forges and factories have been blessed with the Molten Rock of Hashut, and now can produce goods at a faster rate.;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_sorcerer;As you enter the ritual chamber, at the tip of [Root.Location.GetName]'s greatest ziggurat-temple, you notice that the acolytes have prepared everything for your great ceremony of ascension into a Sorcerer-Prophet of Hashut. A hundred slaves, the best specimens from your pits, have been brought as offerings to the Bullfather.\nOne by one, all the slaves are dropped into the fiery pools of molten metal underneath the effigy of Hashut by the temple's Bull Centaurs. The acolytes, enthralled, start singing dirges to Hashut:\n"O Bullfather, this sacrifice which we now slay upon Your altar!\nRejoice, drink of its slave blood and feast on its slave flesh!\nMay Your fire and smoke be content to offer naught but power!"\n\nYou move towards the altar before the brazen idol, and raise your hands...;;;;;;;;;;;;x
EVTOPT_hashut_grant_me;"ALL FOR HASHUT!";;;;;;;;;;;;x
EVTDESC_chaos_dwarf_sorcerer_succeed;As the cavernous sound of the acolytes' dirges wanes, a chocking cloud of ash and smoke fills the room. A powerful voice resonates from the brazen idol's head:\n"LET THIS BE A TESTAMENT OF HASHUT'S MIGHT, THIS SERVANT HAS NOW BEEN GRANTED POWER TO SUBJUGATE THE WINDS OF MAGIC IN MY NAME!"\n All Chaos Dwarfs in the room prostrate before these words, and you follow example. You feel a new power stirring inside you...;;;;;;;;;;;;x
EVTOPT_praise_hashut;Praise Hashut!;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_sorcerer_fail;As the cavernous sound of the acolytes' dirges wanes, a chocking cloud of ash and smoke fills the room... you a strange sensation in goes through your body. Is this Hashut's greatest gift? As you search yourself for any changes, you notice that your feet don't move any more... they have turned into stones. As the curse quickly creeps through the rest of your body, you can only hear a booming, metalling laughter before you're fully entrapped into stone...;;;;;;;;;;;;x
EVTOPT_so_close_chaosdwarf;I was so... close...;;;;;;;;;;;;x
CDSRITUALSUCCEEDS;The ritual succeeds!;;;;;;;;;;;;x
CDSRITUALFAILS;The ritual fails!;;;;;;;;;;;;x
EVTDESCAsorcererscurse;You have noticed that as of late, your feet and hands, starting from your toes and fingers, have started to petrify into black stone. It is clear, the dreaded Sorcerer's Curse is starting to affect you. You're still able to move independently, but you've clearly lost mobility, and your servants start to think you as weak...;;;;;;;;;;;;x
EVTDESCBsorcererscurse;The Sorcerer's Curse has almost completely claimed your body. You the entirety of your lower body has petrified into black stone, and you can barely move your arms. Though you can still talk and think with clarity, it's obvious to everyone that you're no longer fit to rule, and many of your servants see you as weak...;;;;;;;;;;;;x
EVTDESCCsorcererscurse;As your head is completely petrified into black stone you compose a stern expression, knowing that your body will become a testament to Hashut's power, littering the highways to Zharr-Naggrund next to the petrified bodies of the other Sorcerer-Prophets.;;;;;;;;;;;;x
EVTOTPAsorcererscurse;Curses!;;;;;;;;;;;;x
EVTOTPBsorcererscurse;Hashut's balls!;;;;;;;;;;;;x
EVTOTPCsorcererscurse;I go to the Bullfather...;;;;;;;;;;;;x
EVTDESCAchaosdwarf_slave_raid;The province of [From.GetName] has been raided and burned to the ground by our great hosts, its pathetic inhabitants subjugated before the might of [Root.PrimaryTitle.GetName] and Father Hashut. Where shall we send our new slaves?;;;;;;;;;;;;;;;;;;;;;;;;;;x
EVTOTPAchaosdwarf_slave_raid;They shall be sent to toil in [Root.Capital.GetName]'s great factories!;;;;;;;;;;;;x
EVTOTPBchaosdwarf_slave_raid;These wretches shall be part of [Root.PrimaryTitle.GetName]'s hosts!;;;;;;;;;;;;x
EVTOTPDchaosdwarf_slave_raid;This scum is only worthy as sacrifice! Throw them into Hashut's furnaces!;;;;;;;;;;;;x
slaves_sacrificed_hashut;Slaves Motivated;;;;;;;;;;;;x
slaves_sacrificed_hashut_desc;The slaves of this province have witnessed what becomes of those who fail the Dawi Zharr, and are working hard to avoid being offered to the fires of Hashut.;;;;;;;;;;;;x
EVTDESCAchaosdwarf_slave_building_capital;The Chaos Dwarf slave buildings ( Chaos Dwarf Factory and Slave Levy ) can only be present in your capital holding. If you have any of these buildings in a non-capital province, they will be destroyed and a level of the respective building will be added to your capital.;;;;;;;;;;;;x
EVTTOOLTIPFACTORYCAPITAL;A level of Chaos Dwarf Factory will be added to [Root.Capital.GetName];;;;;;;;;;;;x
EVTTOOLTIPSLEVYCAPITAL;A level of Slave Levy will be added to [Root.Capital.GetName];;;;;;;;;;;;x
EVTDESC_chaos_dwarf_sell_slave;You bring [From.GetTitledFirstName] to [Root.Capital.GetName]'s slave markets in order to be sold to the highest bidder. [From.GetFirstName] will be sold into slavery and will be functionally dead.\nThe higher the base stats of the slave, the more gold you'll get for selling [From.GetHerHim]...;;;;;;;;;;;;x
EVTOPT_chaos_dwarf_sell_slave;I'm sure this one will sell nicely...;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_sell_slave;Your wretched master, [From.GetTitledFirstName], has decided to finally sell you in the slave markets of [From.Capital.GetName]. You know that being sold into slavery by the Chaos Dwarfs is a sentence of death... and so you can only curse your fate.;;;;;;;;;;;;x
EVTOPT_CD_curse_master;Curse you, [From.GetTitledFirstName]!;;;;;;;;;;;;x
opinion_sold_slavery_family_member;Sold family member into slavery;;;;;;;;;;;;x
buy_from_chaos_dwarfs;Buy armaments from [Root.GetTitledFirstName];;;;;;;;;;;;x
buy_from_chaos_dwarfs_desc;The Chaos Dwarfs are known to trade the armaments they produce on their factories with the Chaos worshippers of the Northern Wastes and the Greenskins, in exchange for gold or slaves.\n You'll get the choice to buy either weapons and armours for your warriors, or a contingent of Doomcannons from [Root.GetTitledFirstName].;;;;;;;;;;;;x
recently_brought_from_chaos_dwarfs;Recently bought from Chaos Dwarfs;;;;;;;;;;;;x
recently_brought_from_chaos_dwarfs_desc;This character has recently bought armaments from the Chaos Dwarfs, and can't buy again until 10 years have passed;;;;;;;;;;;;x
recently_sold_chaos_dwarfs;Recently sold armaments.;;;;;;;;;;;;x
recently_sold_chaos_dwarfs_desc;This Chaos Dwarf has recently sold armaments, and can't sell again until 5 years have passed;;;;;;;;;;;;x
chaos_dwarf_weapons;Chaos Dwarf Armament;;;;;;;;;;;;x
chaos_dwarf_weapons_desc;The warriors of this province are armed with the best equipment from the factories and forges of the Dawi Zharr.;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_buy_stuff;You have decided to buy armaments from the Chaos Dwarfs of [From.PrimaryTitle.GetName]. [From.GetTitledFirstName] receives you at the gates of [From.Capital.GetName]: "Welcome to Mighty [From.PrimaryTitle.GetName], [Root.Culture.GetName]! Which grand creation of the Dawi Zharr do you wish to purchase?";;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_buy_weapons;I wish to buy Chaos weapons and armours for my warriors!;;;;;;;;;;;;x
EVTOTPB_chaos_dwarf_buy_hellcannons;A regiment of mighty Doomcannons!;;;;;;;;;;;;x
EVTOTPB_chaos_dwarf_buy_stuff;I will buy nothing from you squat weaklings!;;;;;;;;;;;;x
EVTDESCchaos_dwarf_buy_weapons;[From.GetTitledFirstName], a [From.Culture.GetName] from [From.PrimaryTitle.GetName] has come to [Root.Capital.GetName] seeking to purchase Chaos armours and weapons from our factories to arm [Root.GetHerHis] warriors.;;;;;;;;;;;;x
EVTDESCchaos_dwarf_buy_hellcannons;[From.GetTitledFirstName], a [From.Culture.GetName] from [From.PrimaryTitle.GetName] has come to [Root.Capital.GetName] seeking to purchase a regiment of mighty Doomcanon infernal engines from our factories.;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_sell_weapons;Very well! Get those armaments ready!;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_sell_hellcannons;Very well! Get those Doomcannons ready!;;;;;;;;;;;;x
EVTOTPB_chaos_dwarf_sell_nothing;No! I won't sell anything to a filthy [From.Culture.GetName]!;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_payment;Now that you've decided what to purchase from [From.Capital.GetName]'s factories, you have to pay the price for it. The Chaos Dwarfs accept payments in gold or slaves. If you wish to pay in slaves, you'll need to either give them slaves from your own pits or some inhabitants of your capital province.;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_money;I will pay in gold!;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_slaves;I will pay in slaves from my own pits!;;;;;;;;;;;;x
EVTOPTB_chaos_dwarf_wont_pay;That's incredibly expensive. Maybe next time.;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_own_slaves;The people of [Root.Capital.GetName] shall be my payment!;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_payment_made_money;[From.GetTitledFirstName] has decided to pay in gold. While it isn't a payment as good as slaves would have been, it's still good enough.;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_payment_made_slaves;[From.GetTitledFirstName] has decided to pay you in slaves from [From.GetHerHis] pits. The slaves appear to be weary, having been taken from many lands and races, but are still in good condition to work in our factories or serve in our hosts.;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_payment_made_own_slaves;Amusingly enough, [From.PrimaryTitle.GetName] has decided to chain [From.GetHerHis] own people in [From.Capital.GetName] and send them to you as slaves! The [From.Culture.GetName] slaves appear to be in a decent condition, enough to work in our factories or serve in our hosts!;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_made_money;It is enough indeed.;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_made_slaves;A thousand slaves for our toil!;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_payment_made_own_slaves;A thousand slaves for our toil!;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_hellcannons_arrived;Finally, the detachment of Doomcannons that you brought from [From.GetTitledFirstName] has arrived at [Root.Capital.GetName]! Mighty infernal engines of terrible destructive power, the Doomcannons are accompanied by a small regiment of Chaos Dwarf Hellforge Guards, to ensure that the demons trapped inside the engines don't turn them against their masters.;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_weapons_arrived;The Chaos weapons and armour you brought from [From.GetTitledFirstName] have finally arrived at [Root.Capital.GetName]! Your warriors are starting to arm themselves with these powerful items... their strength will surely be incremented a thousandfold!.;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_artillery_arrived;Mighty devices indeed!;;;;;;;;;;;;x
EVTOTPA_chaos_dwarf_weapons_arrived;We will be unstoppable!;;;;;;;;;;;;x
EVTOTPAchaosdwarf_send_slaves_to_building;New, fresh slaves have arrived at [Root.Capital.GetName]. Where shall we send them to work?;;;;;;;;;;;;x
hellcannon_arrives_capital;A regiment of Doomcannons arrives in [Root.Capital.GetName];;;;;;;;;;;;x
get_taurus_mount;Tame a Great Taurus;;;;;;;;;;;;;x
get_taurus_mount_desc;I will soar on wings of fire and smoke!;;;;;;;;;;;;;x
get_lamassu_mount;Bargain with a Lammasu;;;;;;;;;;;;;x
get_lamassu_mount_desc;A cunning beast, the Lammasu may only be mounted by those chosen by Hashut!;;;;;;;;;;;;;x
EVTDESC_chaos_dwarf_great_taurus;Most of the Great Tauruses in the plains of Zharrduk come from the breeding pens under the temple of Hashut in Zharr-Naggrund. While most of the beasts there are fully grown, it takes time for the Chaos Dwarf Sorcerers to attune the beast's binding enchantments to a new rider. These rituals will be completed in 5 years.;;;;;;;;;;;;;x
